id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0001244,2001244,  1244 Deira (1932 KE),1244,Deira,,N,N,11.5,31.799,0.037,0.546,JPL 39,2459000.5,59000,20200531,J2000,0.098540491,2.343135343,2.112241637,8.698931577,277.0904587,261.0367702,250.4538166,2.57402905,0.274794484,2459399.148,20210703.65,1310.069963,3.586776078,1.13717,442.5524489,3.87E-08,6.35E-09,9.01E-08,3.31E-06,2.84E-05,3.38E-05,2.05E-05,6.98E-09,1.12E-09,7.53E-05,5.33E-06,MBA,0.38401
a0001245,2001245,  1245 Calvinia (1932 KF),1245,Calvinia,,N,N,10,29.751,0.221,0.204,JPL 37,2459000.5,59000,20200531,J2000,0.082714389,2.891074801,2.651941314,2.893946808,151.7209926,208.1122361,217.694891,3.130208288,0.200500325,2459710.25,20220510.75,1795.50831,4.915833839,1.64864,641.6012288,4.49E-08,1.12E-08,1.31E-07,4.23E-06,8.19E-05,8.50E-05,2.44E-05,1.21E-08,1.17E-09,0.00012312,1.04E-05,MBA,0.43425
a0001246,2001246,  1246 Chaka (1932 OA),1246,Chaka,,N,N,10.9,17.634,0.195,0.498,JPL 44,2459000.5,59000,20200531,J2000,0.310732956,2.619034488,1.805214159,16.00463943,290.5259857,54.83377765,221.9206722,3.432854817,0.232537098,2459594.295,20220114.79,1548.140075,4.238576523,0.843757,328.3649117,4.24E-08,7.65E-09,1.11E-07,4.30E-06,1.51E-05,1.57E-05,6.48E-06,1.00E-08,1.02E-09,2.92E-05,6.79E-06,MBA,0.37905
a0001247,2001247,  1247 Memoria (1932 QA),1247,Memoria,,N,N,10.6,38.906,0.078,0.174,JPL 39,2459000.5,59000,20200531,J2000,0.175648379,3.130439415,2.580582805,1.77828344,161.7213887,139.4288523,308.4135805,3.680296025,0.177949233,2459290.394,20210316.89,2023.048905,5.538806037,1.56542,609.2145014,2.81E-08,1.19E-08,8.99E-08,3.66E-06,0.00011359,0.00011418,1.35E-05,1.40E-08,1.02E-09,7.67E-05,1.15E-05,MBA,0.47167
a0001248,2001248,  1248 Jugurtha (1932 RO),1248,Jugurtha,,N,N,9.9,28.468,0.282,0.193,JPL 39,2459000.5,59000,20200531,J2000,0.016559668,2.721057145,2.675997342,9.138464841,79.37820179,344.597006,122.0256616,2.766116949,0.219582427,2458444.783,20181122.28,1639.475461,4.488639181,1.69093,658.0592281,3.92E-08,9.52E-09,1.07E-07,4.07E-06,2.70E-05,0.00013525,0.00013202,9.68E-09,1.15E-09,0.00060121,8.60E-06,MBA,0.37736
a0001249,2001249,  1249 Rutherfordia (1932 VB),1249,Rutherfordia,,N,N,11.4,13.063,0.251,0.097,JPL 34,2459000.5,59000,20200531,J2000,0.076338153,2.224063045,2.054282179,4.875658878,258.9973186,223.1298083,87.51329604,2.393843911,0.297155267,2458705.996,20190810.5,1211.487863,3.316873,1.07331,417.7000527,3.07E-08,4.91E-09,6.74E-08,3.47E-06,4.09E-05,4.75E-05,2.41E-05,5.29E-09,9.85E-10,8.11E-05,4.02E-06,MBA,0.41961
a0001250,2001250,  1250 Galanthus (1933 BD),1250,Galanthus,,N,N,12.4,20.062,0.055,0.112,JPL 30,2459000.5,59000,20200531,J2000,0.27315934,2.55264569,1.855366677,15.17943117,291.9883004,217.4073403,131.1128773,3.249924703,0.241667509,2458457.966,20181205.47,1489.649978,4.078439365,0.889745,346.2620617,4.15E-08,1.07E-08,1.05E-07,3.86E-06,1.97E-05,2.16E-05,1.08E-05,1.37E-08,1.53E-09,4.42E-05,9.40E-06,MBA,0.38499
a0001251,2001251,  1251 Hedera (1933 BE),1251,Hedera,,N,N,10.8,13.239,0.636,0.15,JPL 36,2459000.5,59000,20200531,J2000,0.15761418,2.717387262,2.289088498,6.049924763,140.6285522,217.1328549,276.4782865,3.145686027,0.220027402,2459380.097,20210614.6,1636.159845,4.479561519,1.28808,501.2820936,3.63E-08,9.60E-09,1.01E-07,3.88E-06,3.56E-05,3.73E-05,1.33E-05,1.11E-08,1.17E-09,6.17E-05,8.67E-06,MBA,0.43576
a0001252,2001252,  1252 Celestia (1933 DG),1252,Celestia,,N,N,10.8,19.037,0.215,0.304,JPL 35,2459000.5,59000,20200531,J2000,0.207231861,2.695036034,2.136538701,33.83614374,140.8999911,63.57913247,226.2915893,3.253533368,0.222770259,2459600.708,20220121.21,1616.014642,4.424406959,1.27625,496.6782125,4.02E-08,1.10E-08,1.10E-07,5.05E-06,7.43E-06,1.33E-05,1.23E-05,1.32E-08,1.36E-09,5.65E-05,9.85E-06,MBA,0.37588
a0001253,2001253,  1253 Frisia (1931 TV1),1253,Frisia,,N,N,12,21.682,0.077,0.043,JPL 31,2459000.5,59000,20200531,J2000,0.207655629,3.171594301,2.512994892,1.342336756,39.9645691,354.9708606,253.611956,3.83019371,0.174496866,2459610.185,20220130.68,2063.074305,5.648389609,1.51975,591.4411075,3.92E-08,1.61E-08,1.25E-07,4.43E-06,0.00016646,0.00016675,1.33E-05,1.95E-08,1.33E-09,7.98E-05,1.57E-05,MBA,0.47425
a0001254,2001254,  1254 Erfordia (1932 JA),1254,Erfordia,,N,N,10.5,51.54,0.032,0.112,JPL 38,2459000.5,59000,20200531,J2000,0.03105256,3.134866534,3.037520904,7.071849831,287.9800047,240.61439,359.8710599,3.232212164,0.177572411,2459001.226,20200531.73,2027.341966,5.550559797,2.0527,798.849259,3.63E-08,1.33E-08,1.15E-07,3.60E-06,2.95E-05,6.26E-05,5.47E-05,1.37E-08,1.13E-09,0.00030819,1.29E-05,MBA,0.44027
a0001255,2001255,  1255 Schilowa (1932 NC),1255,Schilowa,,N,N,10.3,33.669,0.13,0.718,JPL 33,2459000.5,59000,20200531,J2000,0.173858176,3.14253127,2.596176517,8.547812844,237.6159475,133.4323405,193.6959131,3.688886023,0.17692315,2459940.479,20221226.98,2034.781773,5.570928879,1.60602,625.0148034,3.63E-08,1.31E-08,1.13E-07,3.82E-06,2.46E-05,2.65E-05,1.20E-05,1.54E-08,1.11E-09,7.10E-05,1.27E-05,MBA,0.43565
a0001256,2001256,  1256 Normannia (1932 PD),1256,Normannia,,N,N,9.7,68.245,0.052,0.436,JPL 35,2459000.5,59000,20200531,J2000,0.079092587,3.896907377,3.588690892,4.172909164,236.9267652,101.2141088,133.4668439,4.205123862,0.128122071,2457958.784,20170724.28,2809.82034,7.69286883,2.58315,1005.284486,3.44E-08,2.45E-08,1.31E-07,3.96E-06,5.16E-05,5.70E-05,2.40E-05,2.65E-08,1.21E-09,0.00018569,2.65E-05,OMB,0.45092
a0001257,2001257,  1257 Mora (1932 PE),1257,Mora,,N,N,12.1,21.392,0.051,1.126,JPL 30,2459000.5,59000,20200531,J2000,0.08249385,2.488593387,2.283299738,3.922840912,213.9358829,18.87234645,226.2378905,2.693887036,0.251057477,2459533.295,20211114.79,1433.934589,3.925898944,1.27278,495.3277926,3.51E-08,7.31E-09,8.86E-08,3.90E-06,4.70E-05,5.25E-05,2.60E-05,7.91E-09,1.11E-09,0.00010462,6.32E-06,MBA,0.43461
a0001258,2001258,  1258 Sicilia (1932 PG),1258,Sicilia,,N,N,10.8,45.669,0.05,0.174,JPL 40,2459000.5,59000,20200531,J2000,0.043635913,3.18618957,3.047157279,7.702561757,299.592803,77.34425112,118.6110713,3.325221861,0.173299239,2458316.071,20180716.57,2077.33168,5.687424175,2.05946,801.4800482,3.44E-08,1.41E-08,1.10E-07,4.11E-06,2.71E-05,5.65E-05,4.85E-05,1.47E-08,1.15E-09,0.00027953,1.38E-05,MBA,0.4142
a0001259,2001259,  1259 Ogyalla (1933 BT),1259,Ogyalla,,N,N,10.6,36.111,0.066,0.51,JPL 40,2459000.5,59000,20200531,J2000,0.127381897,3.104397617,2.708953561,2.380653385,74.9981841,150.1831701,274.3140959,3.499841674,0.180193061,2459476.023,20210918.52,1997.857181,5.469834856,1.7,661.589,3.39E-08,1.29E-08,1.06E-07,3.64E-06,8.64E-05,8.75E-05,1.56E-05,1.46E-08,1.12E-09,8.80E-05,1.25E-05,MBA,0.43797
a0001260,2001260,  1260 Walhalla (1933 BW),1260,Walhalla,,N,N,12.4,13.328,0.12,0.178,JPL 36,2459000.5,59000,20200531,J2000,0.03763457,2.613039842,2.514699213,8.01701264,304.5279432,18.97907693,43.6790736,2.711380472,0.233337761,2458813.308,20191125.81,1542.827866,4.224032488,1.50259,584.7629503,4.27E-08,1.09E-08,1.15E-07,4.28E-06,3.09E-05,6.28E-05,5.47E-05,1.13E-08,1.46E-09,0.00023417,9.67E-06,MBA,0.44675
a0001261,2001261,  1261 Legia (1933 FB),1261,Legia,,N,N,11.2,32.576,0.067,0.126,JPL 41,2459000.5,59000,20200531,J2000,0.178455426,3.137250848,2.577391412,2.42721321,67.28518036,104.3852707,235.2720816,3.697110285,0.177370016,2459703.707,20220504.21,2029.655337,5.556893461,1.58442,616.6087314,3.72E-08,1.34E-08,1.16E-07,3.73E-06,9.67E-05,9.72E-05,1.18E-05,1.58E-08,1.14E-09,6.92E-05,1.30E-05,MBA,0.44955
a0001262,2001262,  1262 Sniadeckia (1933 FE),1262,Sniadeckia,,N,N,10.3,71.011,0.028,0.457,JPL 50,2459000.5,59000,20200531,J2000,0.004595342,3.003128965,2.989328561,13.13123187,124.2716467,155.972612,166.9191144,3.016929369,0.189383919,2458119.12,20171231.62,1900.90057,5.204382123,1.9747,768.493999,3.56E-08,1.09E-08,1.06E-07,3.87E-06,1.48E-05,0.00039954,0.0004001,1.10E-08,1.03E-09,0.0021107,1.04E-05,MBA,0.37245
a0001263,2001263,  1263 Varsavia (1933 FF),1263,Varsavia,,N,N,10.2,49.29,0.0459,1.1,JPL 40,2459000.5,59000,20200531,J2000,0.18861027,2.664804858,2.162195295,29.27200244,158.4708449,287.2888778,80.44625457,3.167414421,0.226571853,2458645.442,20190610.94,1588.899923,4.350170905,1.31995,513.6849415,3.40E-08,8.96E-09,8.99E-08,4.85E-06,8.41E-06,1.56E-05,1.33E-05,1.06E-08,1.14E-09,5.83E-05,8.01E-06,MBA,0.38914
a0001264,2001264,  1264 Letaba (1933 HG),1264,Letaba,,N,N,9.7,66.04,0.093,0.405,JPL 41,2459000.5,59000,20200531,J2000,0.155468154,2.864889913,2.419490767,24.9549102,235.0420603,31.7573341,315.2092956,3.310289059,0.203255435,2459220.867,20210106.37,1771.170354,4.849200149,1.42943,556.2912731,3.93E-08,1.09E-08,1.13E-07,4.43E-06,9.92E-06,1.65E-05,1.41E-05,1.26E-08,1.16E-09,6.96E-05,1.01E-05,MBA,0.42427
a0001265,2001265,  1265 Schweikarda (1911 MV),1265,Schweikarda,,N,N,11.2,19.335,0.172,0.199,JPL 32,2459000.5,59000,20200531,J2000,0.073573133,3.02693547,2.804234344,9.512509682,314.2822468,110.9182826,196.2353066,3.249636596,0.187154093,2459875.526,20221023.03,1923.548631,5.266389134,1.83609,714.5511453,3.78E-08,1.43E-08,1.12E-07,4.41E-06,2.51E-05,4.07E-05,3.25E-05,1.54E-08,1.33E-09,0.0001757,1.37E-05,MBA,0.44395
a0001266,2001266,  1266 Tone (1927 BD),1266,Tone,,N,N,9.4,75.47,0.053,0.523,JPL 38,2459000.5,59000,20200531,J2000,0.051231769,3.358888776,3.186806963,17.18679409,320.5946315,299.0767162,261.9447203,3.530970589,0.160107118,2459612.935,20220202.44,2248.494666,6.156042891,2.20738,859.0460746,3.59E-08,1.77E-08,1.25E-07,4.84E-06,1.26E-05,5.74E-05,5.88E-05,1.86E-08,1.27E-09,0.00036805,1.78E-05,OMB,0.41733
a0001267,2001267,  1267 Geertruida (1930 HD),1267,Geertruida,,N,N,12.1,23.108,0.03,0.153,JPL 34,2459000.5,59000,20200531,J2000,0.179656105,2.468537844,2.025049949,4.781175225,24.35181238,268.0017217,30.96816852,2.912025738,0.254123243,2458878.637,20200130.14,1416.635469,3.878536533,1.01594,395.3733698,3.20E-08,7.27E-09,8.00E-08,4.15E-06,4.23E-05,4.39E-05,1.30E-05,8.57E-09,1.12E-09,5.09E-05,6.26E-06,MBA,0.43794
a0001268,2001268,  1268 Libya (1930 HJ),1268,Libya,,N,N,9.1,96.71,0.043,0.848,JPL 92,2459000.5,59000,20200531,J2000,0.102064451,3.975626896,3.569856719,4.426372335,350.9937513,118.9254668,282.5402908,4.381397073,0.124335643,2459623.489,20220212.99,2895.388579,7.9271419,2.58961,1007.798524,3.71E-08,3.17E-08,1.51E-07,5.64E-06,4.93E-05,5.68E-05,3.04E-05,3.49E-08,1.49E-09,0.00024898,3.46E-05,OMB,0.45356
a0001269,2001269,  1269 Rollandia (1930 SH),1269,Rollandia,,N,N,8.7,104.893,0.048,0.624,JPL 36,2459000.5,59000,20200531,J2000,0.099109788,3.900333411,3.513772191,2.758821055,134.7096602,19.44979068,44.06998798,4.28689463,0.127953295,2458656.078,20190621.58,2813.526608,7.703016039,2.52414,982.3195638,3.64E-08,2.38E-08,1.42E-07,4.06E-06,8.70E-05,8.99E-05,2.11E-05,2.62E-08,1.17E-09,0.0001653,2.58E-05,OMB,0.44931
a0001270,2001270,  1270 Datura (1930 YE),1270,Datura,,N,N,12.5,8.203,0.288,0.152,JPL 75,2459000.5,59000,20200531,J2000,0.207776006,2.234549926,1.770264067,5.986523626,97.79211103,258.8724167,358.5015678,2.698835786,0.295065871,2459005.578,20200605.08,1220.066551,3.340360166,0.777735,302.67113,3.88E-08,6.63E-09,8.74E-08,3.47E-06,3.94E-05,4.03E-05,1.29E-05,8.00E-09,1.31E-09,4.39E-05,5.43E-06,MBA,0.47365
a0001271,2001271,  1271 Isergina (1931 TN),1271,Isergina,,N,N,10.3,47.524,0.031,0.383,JPL 37,2459000.5,59000,20200531,J2000,0.120303074,3.13875446,2.761152649,6.683355207,126.8428673,271.8135481,335.3859481,3.51635627,0.177242579,2459139.372,20201016.87,2031.114661,5.560888874,1.77925,692.4307225,3.40E-08,1.46E-08,1.10E-07,3.98E-06,3.34E-05,3.75E-05,1.81E-05,1.64E-08,1.24E-09,0.0001025,1.42E-05,MBA,0.4283
a0001272,2001272,  1272 Gefion (1931 TZ1),1272,Gefion,,N,N,12.9,6.965,0.252,0.169,JPL 30,2459000.5,59000,20200531,J2000,0.150544208,2.784346917,2.365179617,8.415794094,321.4117744,3.780094592,67.40667724,3.203514217,0.212138286,2458682.751,20190718.25,1697.006263,4.646149932,1.35323,526.6365191,4.26E-08,1.08E-08,1.19E-07,4.60E-06,2.32E-05,2.62E-05,1.09E-05,1.25E-08,1.24E-09,5.18E-05,9.91E-06,MBA,0.48327
a0001273,2001273,  1273 Helma (1932 PF),1273,Helma,,N,N,12.9,6.278,0.34,0.287,JPL 29,2459000.5,59000,20200531,J2000,0.162048007,2.393119922,2.005319608,5.404222231,296.4943112,49.03517341,245.2578259,2.780920236,0.266230238,2459431.489,20210804.99,1352.213041,3.702157539,1.00248,390.1351416,3.72E-08,6.77E-09,9.11E-08,3.90E-06,3.66E-05,3.81E-05,1.20E-05,7.87E-09,1.13E-09,4.58E-05,5.74E-06,MBA,0.42992
a0001274,2001274,  1274 Delportia (1932 WC),1274,Delportia,,N,N,11.8,9.611,0.461,0.121,JPL 28,2459000.5,59000,20200531,J2000,0.112586518,2.229255805,1.978271656,4.397001757,327.0724018,244.8023885,329.1391488,2.480239953,0.296117596,2459104.718,20200912.22,1215.733226,3.328496169,0.97747,380.4019999,3.30E-08,5.31E-09,7.48E-08,3.33E-06,4.27E-05,4.52E-05,1.56E-05,5.90E-09,1.06E-09,5.26E-05,4.34E-06,MBA,0.39914
a0001275,2001275,  1275 Cimbria (1932 WG),1275,Cimbria,,N,N,10.7,27.622,0.141,0.5,JPL 42,2459000.5,59000,20200531,J2000,0.166872372,2.680343436,2.233068169,12.85454245,188.4408279,197.8275215,7.516871158,3.127618702,0.224604476,2458967.033,20200427.53,1602.817566,4.388275333,1.23957,482.4034569,3.36E-08,9.09E-09,9.21E-08,3.86E-06,1.53E-05,1.87E-05,1.19E-05,1.06E-08,1.14E-09,5.27E-05,8.15E-06,MBA,0.4233
a0001276,2001276,  1276 Ucclia (1933 BA),1276,Ucclia,,N,N,10.9,36.499,0.075,0.24,JPL 28,2459000.5,59000,20200531,J2000,0.091161597,3.186214368,2.895753977,23.30600691,114.3811435,335.2424334,198.0995451,3.476674758,0.173297216,2459934.736,20221221.24,2077.355931,5.687490572,1.92361,748.6113037,3.88E-08,1.71E-08,1.20E-07,4.19E-06,1.15E-05,2.76E-05,2.50E-05,1.87E-08,1.40E-09,0.0001454,1.68E-05,MBA,0.39793
a0001277,2001277,  1277 Dolores (1933 HA),1277,Dolores,,N,N,11.2,32.587,0.063,0.802,JPL 36,2459000.5,59000,20200531,J2000,0.237236862,2.700888334,2.060138061,6.967707853,247.0363211,47.15482061,177.2578438,3.341638606,0.222046601,2458202.209,20180324.71,1621.281288,4.438826251,1.05157,409.2394969,3.30E-08,9.00E-09,8.81E-08,3.90E-06,3.37E-05,3.48E-05,1.03E-05,1.11E-08,1.11E-09,4.49E-05,8.11E-06,MBA,0.42727
a0001278,2001278,  1278 Kenya (1933 LA),1278,Kenya,,N,N,10.8,19.361,0.195,0.107,JPL 36,2459000.5,59000,20200531,J2000,0.262840197,2.405011421,1.772877744,10.85562873,90.28723816,238.5118235,71.24224787,3.037145097,0.264258131,2458730.907,20190904.41,1362.304344,3.72978602,0.788405,306.8235739,3.90E-08,6.11E-09,9.37E-08,4.07E-06,2.22E-05,2.33E-05,7.22E-06,7.72E-09,1.01E-09,2.72E-05,5.19E-06,MBA,0.41404
a0001279,2001279,  1279 Uganda (1933 LB),1279,Uganda,,N,N,12.2,6.804,0.321,0.12,JPL 31,2459000.5,59000,20200531,J2000,0.211046348,2.369261341,1.869237388,5.724527367,335.4064132,297.7930814,292.9444304,2.869285295,0.270261773,2459248.613,20210203.11,1332.041879,3.646931908,0.86139,335.2271463,3.44E-08,7.17E-09,8.32E-08,4.51E-06,3.54E-05,3.77E-05,1.62E-05,8.68E-09,1.23E-09,6.04E-05,6.05E-06,MBA,0.43222
a0001280,2001280,  1280 Baillauda (1933 QB),1280,Baillauda,,N,N,10.1,50.83,0.0505,2,JPL 58,2459000.5,59000,20200531,J2000,0.049189541,3.414502034,3.246544247,6.46129467,293.0573498,97.76880184,219.3508468,3.58245982,0.156211503,2459900.876,20221117.38,2304.567805,6.309562779,2.26072,879.8044024,3.40E-08,1.56E-08,1.17E-07,3.83E-06,3.23E-05,5.23E-05,4.13E-05,1.63E-08,1.07E-09,0.00026603,1.58E-05,OMB,0.44558
a0001281,2001281,  1281 Jeanne (1933 QJ),1281,Jeanne,,N,N,11.5,25.716,0.058,0.108,JPL 45,2459000.5,59000,20200531,J2000,0.208201165,2.556384708,2.024142434,7.445016936,210.098308,72.64044709,113.7808777,3.088626982,0.241137502,2458528.649,20190214.15,1492.92415,4.087403559,1.02307,398.1481519,2.52E-08,6.53E-09,6.30E-08,4.93E-06,2.22E-05,2.58E-05,1.28E-05,7.89E-09,9.24E-10,5.27E-05,5.72E-06,MBA,0.44317
a0001282,2001282,  1282 Utopia (1933 QM1),1282,Utopia,,N,N,10.3,57.702,0.053,0.3,JPL 28,2459000.5,59000,20200531,J2000,0.123800584,3.116503515,2.730678558,18.04349789,324.3003619,78.91623228,203.4291504,3.502328471,0.179144155,2459874.494,20221021.99,2009.554821,5.501861249,1.80645,703.0161465,4.21E-08,1.43E-08,1.32E-07,5.44E-06,1.40E-05,2.73E-05,2.27E-05,1.61E-08,1.23E-09,0.00012907,1.38E-05,MBA,0.40591
a0001283,2001283,  1283 Komsomolia (1925 SC),1283,Komsomolia,,N,N,10.4,29.569,0.153,0.373,JPL 35,2459000.5,59000,20200531,J2000,0.221357826,3.1808117,2.476714139,8.910750114,157.726907,234.8285044,158.8130611,3.884909261,0.173738926,2458086.41,20171128.91,2072.074505,5.673030815,1.49496,581.7935832,3.82E-08,1.30E-08,1.22E-07,4.32E-06,2.34E-05,2.47E-05,9.13E-06,1.59E-08,1.07E-09,4.99E-05,1.27E-05,MBA,0.45277
a0001284,2001284,  1284 Latvia (1933 OP),1284,Latvia,,N,N,10.3,41.128,0.069,0.457,JPL 69,2459000.5,59000,20200531,J2000,0.171461434,2.644811045,2.191327951,10.88674977,302.7150673,115.419235,352.7067478,3.098294138,0.229145904,2459032.328,20200701.83,1571.051427,4.301304387,1.22956,478.5078652,3.54E-08,8.72E-09,9.52E-08,4.45E-06,2.33E-05,2.77E-05,1.57E-05,1.02E-08,1.13E-09,6.85E-05,7.77E-06,MBA,0.3969
a0001285,2001285,  1285 Julietta (1933 QF),1285,Julietta,,N,N,10.9,42.43,0.058,0.317,JPL 32,2459000.5,59000,20200531,J2000,0.052593546,2.993166738,2.835745485,5.69396259,317.87087,69.94996177,231.1616084,3.15058799,0.190330202,2459677.42,20220407.92,1891.449683,5.178507003,1.84578,718.3222026,4.38E-08,1.31E-08,1.31E-07,4.44E-06,4.31E-05,5.96E-05,4.16E-05,1.38E-08,1.25E-09,0.00021982,1.24E-05,MBA,0.44142
a0001286,2001286,  1286 Banachiewicza (1933 QH),1286,Banachiewicza,,N,N,10.9,21.474,0.17,0.208,JPL 36,2459000.5,59000,20200531,J2000,0.089569799,3.023554844,2.752735645,9.748224086,200.4413479,107.8231887,216.775277,3.294374042,0.187468066,2459764.495,20220704,1920.327064,5.257568965,1.75893,684.5227881,3.55E-08,1.23E-08,1.07E-07,3.97E-06,2.18E-05,3.08E-05,2.32E-05,1.34E-08,1.14E-09,0.00012522,1.17E-05,MBA,0.42226
a0001287,2001287,  1287 Lorcia (1933 QL),1287,Lorcia,,N,N,11.1,21.678,0.14,0.101,JPL 37,2459000.5,59000,20200531,J2000,0.062512071,3.010058136,2.821893166,9.821099064,202.5138405,267.5721968,103.1738574,3.198223105,0.188730351,2458453.827,20181201.33,1907.483334,5.222404748,1.86053,724.0624601,2.95E-08,1.25E-08,8.79E-08,4.26E-06,1.93E-05,4.00E-05,3.43E-05,1.32E-08,1.17E-09,0.00018201,1.19E-05,MBA,0.41716
a0001288,2001288,  1288 Santa (1933 QM),1288,Santa,,N,N,11.4,31.378,0.044,0.181,JPL 36,2459000.5,59000,20200531,J2000,0.065996053,2.883495037,2.693195745,7.573808424,298.9587563,54.67630502,242.5965667,3.07379433,0.201291419,2459583.751,20220104.25,1788.451797,4.89651416,1.69515,659.7015255,3.35E-08,1.17E-08,9.86E-08,3.96E-06,2.76E-05,4.08E-05,3.00E-05,1.25E-08,1.23E-09,0.00014962,1.09E-05,MBA,0.41224
a0001289,2001289,  1289 Kutaissi (1933 QR),1289,Kutaissi,,N,N,10.6,21.531,0.245,0.269,JPL 37,2459000.5,59000,20200531,J2000,0.063243377,2.861231373,2.680277439,1.615782946,193.0827741,115.6660863,359.9172707,3.042185308,0.203645401,2459000.906,20200531.41,1767.778691,4.83991428,1.66608,648.3883536,3.21E-08,1.08E-08,9.47E-08,4.12E-06,0.00012201,0.00012638,3.35E-05,1.15E-08,1.15E-09,0.00016459,9.99E-06,MBA,0.4306
a0001290,2001290,  1290 Albertine (1933 QL1),1290,Albertine,,N,N,12.8,,,,JPL 33,2459000.5,59000,20200531,J2000,0.153705839,2.367441283,2.003551735,5.586698539,307.3513217,78.71440334,266.9155193,2.731330832,0.270573494,2459344.527,20210510.03,1330.507269,3.642730374,1.01638,395.5446046,3.98E-08,6.29E-09,9.33E-08,3.73E-06,4.07E-05,4.24E-05,1.15E-05,7.26E-09,1.08E-09,4.29E-05,5.30E-06,MBA,0.45305
a0001291,2001291,  1291 Phryne (1933 RA),1291,Phryne,,N,N,10.4,27.418,0.127,0.149,JPL 38,2459000.5,59000,20200531,J2000,0.095179622,3.011650141,2.72500242,9.106734068,215.3601351,118.7430159,217.7279594,3.298297861,0.188580723,2459754.936,20220624.44,1908.996822,5.226548452,1.7307,673.536519,4.12E-08,1.30E-08,1.23E-07,4.53E-06,2.51E-05,3.38E-05,2.48E-05,1.43E-08,1.22E-09,0.00013331,1.24E-05,MBA,0.4219
a0001292,2001292,  1292 Luce (1933 SH),1292,Luce,,N,N,11.3,13.899,0.26,0.144,JPL 36,2459000.5,59000,20200531,J2000,0.058733927,2.541978028,2.392677677,2.151107457,271.1581749,242.2262894,350.9454045,2.69127838,0.243190377,2459037.733,20200707.23,1480.321734,4.052900025,1.40363,546.2506871,3.79E-08,7.25E-09,9.68E-08,3.47E-06,9.13E-05,9.55E-05,2.81E-05,7.68E-09,1.04E-09,0.00011564,6.33E-06,MBA,0.40216
a0001293,2001293,  1293 Sonja (1933 SO),1293,Sonja,,N,N,13.5,7.8,0.4598,0.7,JPL 31,2459000.5,59000,20200531,J2000,0.274977109,2.22749162,1.614982415,5.363093888,236.3776237,99.71128263,41.06200835,2.840000825,0.296469455,2458861.997,20200113.5,1214.290354,3.324545802,0.616896,240.0774163,2.86E-08,4.95E-09,6.47E-08,3.25E-06,3.42E-05,3.46E-05,6.19E-06,6.31E-09,9.89E-10,2.07E-05,4.05E-06,MCA,0.46124
a0001294,2001294,  1294 Antwerpia (1933 UB1),1294,Antwerpia,,N,N,10.7,37.199,0.117,0.134,JPL 38,2459000.5,59000,20200531,J2000,0.233165084,2.687592379,2.060939677,8.725634259,81.13834253,313.0209544,240.3070716,3.314245081,0.223696388,2459535.569,20211117.07,1609.324149,4.406089388,1.07954,420.1245818,4.25E-08,9.59E-09,1.13E-07,4.13E-06,2.88E-05,2.98E-05,1.06E-05,1.18E-08,1.20E-09,4.93E-05,8.61E-06,MBA,0.43831
a0001295,2001295,  1295 Deflotte (1933 WD),1295,Deflotte,,N,N,10.7,47.407,0.046,0.221,JPL 41,2459000.5,59000,20200531,J2000,0.123344811,3.387439674,2.969616569,2.885867641,185.0546568,275.0211808,290.3634395,3.80526278,0.158087204,2459440.995,20210814.49,2277.224153,6.234699941,1.98834,773.8022778,2.91E-08,1.62E-08,9.96E-08,3.98E-06,6.62E-05,6.81E-05,1.69E-05,1.82E-08,1.13E-09,0.00010795,1.63E-05,OMB,0.46156
a0001296,2001296,  1296 Andree (1933 WE),1296,Andree,,N,N,11.7,26.298,0.072,0.082,JPL 36,2459000.5,59000,20200531,J2000,0.143725244,2.417266718,2.06984447,4.108858285,226.9853558,236.7987244,336.3649047,2.764688967,0.262251037,2459090.624,20200829.12,1372.730508,3.758331303,1.09005,424.2147585,3.18E-08,6.53E-09,7.83E-08,3.54E-06,5.09E-05,5.25E-05,1.33E-05,7.47E-09,1.06E-09,5.07E-05,5.57E-06,MBA,0.42717
a0001297,2001297,  1297 Quadea (1934 AD),1297,Quadea,,N,N,10.9,22.42,0.2,0.255,JPL 33,2459000.5,59000,20200531,J2000,0.069799627,3.025319297,2.814153138,9.007187961,295.8988317,123.470228,218.5592894,3.236485457,0.187304084,2459755.639,20220625.14,1922.008276,5.26217187,1.83974,715.9716158,3.29E-08,1.36E-08,9.80E-08,3.95E-06,2.47E-05,3.94E-05,3.15E-05,1.45E-08,1.26E-09,0.00016987,1.29E-05,MBA,0.39492
a0001298,2001298,  1298 Nocturna (1934 AE),1298,Nocturna,,N,N,11,37.802,0.054,0.727,JPL 34,2459000.5,59000,20200531,J2000,0.1455423,3.129803724,2.674284892,5.499105751,299.7583931,58.54269875,329.5805984,3.585322557,0.17800345,2459171.392,20201117.89,2022.432713,5.537118995,1.67544,652.0309848,3.65E-08,1.50E-08,1.13E-07,3.94E-06,4.34E-05,4.56E-05,1.50E-05,1.72E-08,1.28E-09,8.51E-05,1.45E-05,MBA,0.40323
